tier	label	repo	kind	oracle_priority	corpus_priority	source	status	curation_score	stars	code_hit_count	html_url	reasons	discovery_kind	subkind	bucket
tier2	racarlos-lolterpreter	racarlos/lolterpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	43	1	0	https://github.com/racarlos/lolterpreter	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	tmaciejewski-lcc	tmaciejewski/lcc	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	43	1	0	https://github.com/tmaciejewski/lcc	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	ajlyde-lolcode	Ajlyde/LOLCODE	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	42	0	2	https://github.com/Ajlyde/LOLCODE	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal,also-in-language-snapshot	implementation	parser	obvious-keep
tier2	jmacato-lolsharp	jmacato/LOLSharp	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	42	0	0	https://github.com/jmacato/LOLSharp	implementation-signal,impl-root-signal,grammar-root-signal,tooling-signal	implementation	parser	obvious-keep
tier2	browndeer-lcc	browndeer/lcc	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	41	5	4	https://github.com/browndeer/lcc	implementation-signal,impl-root-signal,corpus-signal,also-in-language-snapshot	implementation	compiler	obvious-keep
tier2	pmonks-clj-lolcode	pmonks/clj-lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	41	2	4	https://github.com/pmonks/clj-lolcode	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	krispypatata-lolcode-interpreter-py	krispypatata/lolcode-interpreter-py	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	41	0	1	https://github.com/krispypatata/lolcode-interpreter-py	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal,also-in-language-snapshot	implementation	parser	obvious-keep
tier2	ksumallo-lolspeaker	ksumallo/lolspeaker	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	41	0	1	https://github.com/ksumallo/lolspeaker	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal,also-in-language-snapshot	implementation	parser	obvious-keep
tier2	nadineanareta-lolcode-interpreter	nadineanareta/lolcode-interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	41	0	1	https://github.com/nadineanareta/lolcode-interpreter	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal,also-in-language-snapshot	implementation	parser	obvious-keep
tier2	rvantonder-antlr-lolcode	rvantonder/antlr-lolcode	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	41	0	1	https://github.com/rvantonder/antlr-lolcode	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal,also-in-language-snapshot	implementation	parser	obvious-keep
tier2	parrot-lolcode	parrot/lolcode	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	5	3	https://github.com/parrot/lolcode	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	compiler	obvious-keep
tier2	belkadan-lolcode-rb	belkadan/lolcode-rb	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	2	3	https://github.com/belkadan/lolcode-rb	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	simark-lolc	simark/lolc	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	2	3	https://github.com/simark/lolc	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	christianlois-cmsc124-lolcode-interpreter	ChristianLois/CMSC124-LOLCODE-INTERPRETER	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/ChristianLois/CMSC124-LOLCODE-INTERPRETER	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	timothyjosef-reyes-lol-code-interpreter	TimothyJosef-Reyes/LOL_CODE-INTERPRETER	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/TimothyJosef-Reyes/LOL_CODE-INTERPRETER	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	aagoshi-lolcode	aagoshi/lolcode	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/aagoshi/lolcode	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	aljonnovelo-lolcode-parser	aljonnovelo/lolcode-parser	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/aljonnovelo/lolcode-parser	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	clarmndp-lolcode-interpreter-cmsc124	clarmndp/lolcode-interpreter-cmsc124	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/clarmndp/lolcode-interpreter-cmsc124	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	egozverev-esoteric-interpreter	egozverev/esoteric_interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/egozverev/esoteric_interpreter	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	ezancanaro-lolcode-t2ezancanaro	ezancanaro/LolCode-T2ezancanaro	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/ezancanaro/LolCode-T2ezancanaro	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	jaysonix3-cmsc-124-lolcode	jaysonix3/CMSC-124-LOLCODE	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/jaysonix3/CMSC-124-LOLCODE	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	jlppascual-lolcode-beililits	jlppascual/LOLCODE_Beililits	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/jlppascual/LOLCODE_Beililits	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	kathcabrera-lolterpreter	kathcabrera/LOLterpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/kathcabrera/LOLterpreter	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal,noise-signal	implementation	parser	obvious-keep
tier2	koral293-lolcode-lexer	koral293/lolcode-lexer	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/koral293/lolcode-lexer	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	kylelemons-lolcode-ctools	kylelemons/lolcode-ctools	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/kylelemons/lolcode-ctools	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	lorenzggabriel-witlang-lolcode-interpreter	lorenzggabriel/WitLang-LolCode-Interpreter	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/lorenzggabriel/WitLang-LolCode-Interpreter	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	tcort-minou	tcort/minou	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	40	0	0	https://github.com/tcort/minou	implementation-signal,impl-root-signal,grammar-root-signal,corpus-signal	implementation	parser	obvious-keep
tier2	netfri25-rlci	netfri25/rlci	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	39	6	0	https://github.com/netfri25/rlci	implementation-signal,tooling-signal	implementation	interpreter	obvious-keep
tier2	mattleibow-lolcode-dot-net	mattleibow/lolcode-dot-net	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	39	4	2	https://github.com/mattleibow/lolcode-dot-net	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	charlestabuzo-lolcode-interpreter	CharlesTabuzo/LOLCODE-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	39	1	2	https://github.com/CharlesTabuzo/LOLCODE-interpreter	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	camanzanido-lolcode-interpreter	camanzanido/LOLCODE-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	39	1	2	https://github.com/camanzanido/LOLCODE-Interpreter	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	cvpua-cmsc124-project	cvpua/CMSC124_Project	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	39	1	2	https://github.com/cvpua/CMSC124_Project	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	gitsly-lolcode-dot-net	gitsly/lolcode-dot-net	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	39	1	2	https://github.com/gitsly/lolcode-dot-net	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	justinmeza-lolcode	justinmeza/lolcode	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	38	58	0	https://github.com/justinmeza/lolcode	implementation-signal,impl-root-signal,grammar-root-signal	implementation	parser	obvious-keep
tier2	aduros-trollcat	aduros/trollcat	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	38	3	1	https://github.com/aduros/trollcat	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	austinbyers-lolcat	austinbyers/LOLcat	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	38	2	1	https://github.com/austinbyers/LOLcat	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	abcd-rgb-lolcode-interpreter	ABCD-rgb/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	38	1	1	https://github.com/ABCD-rgb/lolcode-interpreter	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	jedalain-cmsc-124-lolcode-project	jedalain/cmsc-124-lolcode-project	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	38	1	1	https://github.com/jedalain/cmsc-124-lolcode-project	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	mattleibow-dotnet-lolcode	mattleibow/dotnet-lolcode	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	38	0	4	https://github.com/mattleibow/dotnet-lolcode	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	compiler	obvious-keep
tier2	ash-of-the-meadow-lolc	ash-of-the-meadow/LOLC	dsl	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	9	0	https://github.com/ash-of-the-meadow/LOLC	implementation-signal,corpus-signal	implementation	dsl	obvious-keep
tier2	meh-llvm-lol	meh/llvm-lol	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	5	0	https://github.com/meh/llvm-lol	implementation-signal,corpus-signal	implementation	compiler	obvious-keep
tier2	devedir-lolcodeweb	Devedir/lolcodeweb	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	1	0	https://github.com/Devedir/lolcodeweb	implementation-signal,impl-root-signal,corpus-signal	implementation	interpreter	manual-review
tier2	fruit-in-lolcat-translator	fruit-in/lolcat-translator	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	1	0	https://github.com/fruit-in/lolcat-translator	implementation-signal,impl-root-signal,corpus-signal,also-in-language-snapshot	implementation	transpiler	obvious-keep
tier2	mishaaq-pylol	mishaaq/pylol	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	1	0	https://github.com/mishaaq/pylol	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	stephen-riley-lolc	stephen-riley/lolc	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	1	0	https://github.com/stephen-riley/lolc	implementation-signal,corpus-signal	implementation	compiler	manual-review
tier2	wspace-0x0dea-lolcode	wspace/0x0dea-lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	1	0	https://github.com/wspace/0x0dea-lolcode	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	driee17-cmsc124-project	driee17/cmsc124-project	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	0	3	https://github.com/driee17/cmsc124-project	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	mldamalerio-lolcode-interpreter	mldamalerio/LOLCODE-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	0	3	https://github.com/mldamalerio/LOLCODE-Interpreter	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	mreifer1-rust-lolcode-compiler	mreifer1/RUST_LOLCODE_COMPILER	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	0	3	https://github.com/mreifer1/RUST_LOLCODE_COMPILER	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	compiler	obvious-keep
tier2	roxanneypr-lolcode-interpreter	roxanneypr/LolCode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	0	3	https://github.com/roxanneypr/LolCode-interpreter	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	tedneward-lolcomp	tedneward/lolcomp	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	37	0	3	https://github.com/tedneward/lolcomp	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	theoistic-lolcode-dot-net	Theoistic/lolcode-dot-net	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	2	https://github.com/Theoistic/lolcode-dot-net	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	chunlea-lolcode-dot-net	chunlea/lolcode-dot-net	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	2	https://github.com/chunlea/lolcode-dot-net	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	rdohms-lolcode-parser	rdohms/lolcode-parser	parser	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	2	https://github.com/rdohms/lolcode-parser	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	parser	obvious-keep
tier2	unycorn-lolcode-dot-net	unycorn/lolcode-dot-net	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	2	https://github.com/unycorn/lolcode-dot-net	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	mtlayones-lolcode-interpreter	Mtlayones/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	0	https://github.com/Mtlayones/lolcode-interpreter	implementation-signal,tooling-signal	implementation	interpreter	manual-review
tier2	nicoleprivado-lolcode-interpreter-reactjs	NicolePrivado/LolCode-Interpreter-ReactJS	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	0	https://github.com/NicolePrivado/LolCode-Interpreter-ReactJS	implementation-signal,tooling-signal,noise-signal	implementation	interpreter	manual-review
tier2	karlpaolo-lolcode-interpreter	karlpaolo/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	0	https://github.com/karlpaolo/lolcode-interpreter	implementation-signal,tooling-signal	implementation	interpreter	manual-review
tier2	peterrupa-ulolcode-interpreter	peterrupa/uLOLCODE-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	36	0	0	https://github.com/peterrupa/uLOLCODE-Interpreter	implementation-signal,tooling-signal	implementation	interpreter	manual-review
tier2	ebrahimgabriel-lolcode-interpreter	EbrahimGabriel/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	35	0	1	https://github.com/EbrahimGabriel/lolcode-interpreter	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	izaaq-izaaq-fyp	Izaaq/Izaaq-FYP	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	35	0	1	https://github.com/Izaaq/Izaaq-FYP	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	rodflores27-cmsc124project	RodFlores27/CMSC124Project	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	35	0	1	https://github.com/RodFlores27/CMSC124Project	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	alxzdani-lolcode-interpreter-cocoy-dani-kyro	alxzdani/LOLCODE-interpreter-cocoy-dani-kyro	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	35	0	1	https://github.com/alxzdani/LOLCODE-interpreter-cocoy-dani-kyro	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	amtuazon4-pygui	amtuazon4/PyGUI	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	35	0	1	https://github.com/amtuazon4/PyGUI	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	jerichodolendo-lolcode-interpreter	jerichodolendo/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	35	0	1	https://github.com/jerichodolendo/lolcode-interpreter	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	interpreter	obvious-keep
tier2	boxel-rebound-lolcode	BOXEL-REBOUND/LOLCODE	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/BOXEL-REBOUND/LOLCODE	implementation-signal,corpus-signal,also-in-language-snapshot	implementation	compiler	obvious-keep
tier2	bonkowz-lolcode-interpreter-python	Bonkowz/lolcode-interpreter-Python	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/Bonkowz/lolcode-interpreter-Python	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	jayjeyaruban-rlcc	JayJeyaruban/rlcc	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/JayJeyaruban/rlcc	implementation-signal,corpus-signal	implementation	compiler	manual-review
tier2	kevingines1-lolcode	KevinGines1/lolcode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/KevinGines1/lolcode	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	ljmbautista-lolcode-interpreter-cmsc-124-project	Ljmbautista/LOLCODE-Interpreter-CMSC-124-Project-	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/Ljmbautista/LOLCODE-Interpreter-CMSC-124-Project-	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	owkik-lolcode-interpreter	Owkik/LOLCODE-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/Owkik/LOLCODE-Interpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	alecgerona-cmsc124lolterpreter	alecgerona/cmsc124lolterpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/alecgerona/cmsc124lolterpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	amsmite001-lolcode	amsmite001/LOLCode	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/amsmite001/LOLCode	implementation-signal,corpus-signal,noise-signal	implementation	interpreter	manual-review
tier2	anton-br-lolcode-interpreter	anton-br/lolcode_interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/anton-br/lolcode_interpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	antonrufino-project-iwaca	antonrufino/project-iwaca	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/antonrufino/project-iwaca	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	hlbreyes-lolcode-interpreter	hlbreyes/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/hlbreyes/lolcode-interpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	jessicamarie-cat-translator	jessicamarie/cat-translator	transpiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/jessicamarie/cat-translator	implementation-signal,impl-root-signal,corpus-signal,also-in-language-snapshot	implementation	transpiler	obvious-keep
tier2	josephrhobbs-lolcode	josephrhobbs/lolcode	compiler	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/josephrhobbs/lolcode	implementation-signal,corpus-signal	implementation	compiler	manual-review
tier2	keithliam-lolcode-interpreter	keithliam/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/keithliam/lolcode-interpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	perez-aaron-cmsc-124-project-lolcode-interpreter	perez-aaron/CMSC-124-Project-LOLCode-Interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/perez-aaron/CMSC-124-Project-LOLCode-Interpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
tier2	saveniukk-lolcode-interpreter	saveniukk/lolcode-interpreter	interpreter	P1	P3	github-repo-search-lolcode-curated-2026-04-01	curated-discovered	34	0	0	https://github.com/saveniukk/lolcode-interpreter	implementation-signal,corpus-signal	implementation	interpreter	manual-review
